房屋编号,小区名称,小区地址,出租方式,房屋面积,房屋朝向,户型结构,所在楼层,出租价格,房屋优点,详情链接
XM2771484041747103744,龙湖春江郦城一期,集美-杏北-龙湖春江郦城一期 ,整租, 15㎡ ,东南 , 1室0厅1卫 , 低楼层 （33层）,600,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2771484041747103744.html
XM2781383791376613376,广顺花园,思明-莲前-广顺花园 ,整租, 60㎡ ,东 北 , 2室1厅1卫 , 中楼层 （7层）,2500,精装,https://xm.lianjia.com/zufang/XM2781383791376613376.html
XM2705052157916758016,翠湖村小区,思明-松柏-翠湖村小区 ,整租, 20㎡ ,南 北 , 1室1厅0卫 , 高楼层 （2层）,1100,近地铁,https://xm.lianjia.com/zufang/XM2705052157916758016.html
XM2770836227250208768,磁巷,思明-中山路-磁巷 ,整租, 30㎡ ,东南 , 1室1厅1卫 , 低楼层 （2层）,1400,精装 随时看房,https://xm.lianjia.com/zufang/XM2770836227250208768.html
XM2784069995096195072,龙湖春江郦城二期,集美-杏北-龙湖春江郦城二期 ,整租, 18㎡ ,西 , 1室0厅1卫 , 中楼层 （33层）,600,新上 近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2784069995096195072.html
XM2784197163305926656,龙门天下,湖里-江头-龙门天下 ,整租, 55㎡ ,南 , 1室1厅1卫 , 高楼层 （23层）,2300,新上 精装,https://xm.lianjia.com/zufang/XM2784197163305926656.html
XM2662268513108107264,香港广场,思明-思北-香港广场 ,整租, 45㎡ ,西 北 , 1室1厅1卫 , 中楼层 （38层）,2400,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2662268513108107264.html
XM2786332883030654976,英皇湖畔花苑,思明-松柏-英皇湖畔花苑 ,整租, 30㎡ ,南 , 1室0厅1卫 , 高楼层 （29层）,800,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2786332883030654976.html
XM2771484041747103744,龙湖春江郦城一期,集美-杏北-龙湖春江郦城一期 ,整租, 15㎡ ,东南 , 1室0厅1卫 , 低楼层 （33层）,600,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2771484041747103744.html
XM2781383791376613376,广顺花园,思明-莲前-广顺花园 ,整租, 60㎡ ,东 北 , 2室1厅1卫 , 中楼层 （7层）,2500,精装,https://xm.lianjia.com/zufang/XM2781383791376613376.html
XM2705052157916758016,翠湖村小区,思明-松柏-翠湖村小区 ,整租, 20㎡ ,南 北 , 1室1厅0卫 , 高楼层 （2层）,1100,近地铁,https://xm.lianjia.com/zufang/XM2705052157916758016.html
XM2770836227250208768,磁巷,思明-中山路-磁巷 ,整租, 30㎡ ,东南 , 1室1厅1卫 , 低楼层 （2层）,1400,精装 随时看房,https://xm.lianjia.com/zufang/XM2770836227250208768.html
XM2784069995096195072,龙湖春江郦城二期,集美-杏北-龙湖春江郦城二期 ,整租, 18㎡ ,西 , 1室0厅1卫 , 中楼层 （33层）,600,新上 近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2784069995096195072.html
XM2784197163305926656,龙门天下,湖里-江头-龙门天下 ,整租, 55㎡ ,南 , 1室1厅1卫 , 高楼层 （23层）,2300,新上 精装,https://xm.lianjia.com/zufang/XM2784197163305926656.html
XM2662268513108107264,香港广场,思明-思北-香港广场 ,整租, 45㎡ ,西 北 , 1室1厅1卫 , 中楼层 （38层）,2400,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2662268513108107264.html
XM2786332883030654976,英皇湖畔花苑,思明-松柏-英皇湖畔花苑 ,整租, 30㎡ ,南 , 1室0厅1卫 , 高楼层 （29层）,800,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2786332883030654976.html
XM2765962077851099136,岑东路,集美-集美文教区-岑东路 ,整租, 25㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1300,精装 随时看房,https://xm.lianjia.com/zufang/XM2765962077851099136.html
XM2766691837522477056,岑东路,集美-集美文教区-岑东路 ,整租, 20㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1300,精装 随时看房,https://xm.lianjia.com/zufang/XM2766691837522477056.html
XM2766019502394048512,龙湖花园二期,湖里-枋湖-龙湖花园二期 ,整租, 15㎡ ,南 北 , 1室0厅1卫 , 低楼层 （13层）,1000,,https://xm.lianjia.com/zufang/XM2766019502394048512.html
XM2766696455904165888,岑东路,集美-集美文教区-岑东路 ,整租, 25㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1300,精装 随时看房,https://xm.lianjia.com/zufang/XM2766696455904165888.html
XM2766676710446333952,翔鹭花城一，二期,湖里-殿前-翔鹭花城一，二期 ,合租, 15㎡ ,西 , 1室0厅1卫 , 中楼层 （6层）,1200,,https://xm.lianjia.com/zufang/XM2766676710446333952.html
XM2766697054012456960,岑东路,集美-集美文教区-岑东路 ,整租, 25㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1300,精装 随时看房,https://xm.lianjia.com/zufang/XM2766697054012456960.html
XM2766448977674518528,中航城A区,集美-杏锦路-中航城A区 ,整租, 25㎡ ,南 , 4室2厅3卫 , 中楼层 （32层）,1500,近地铁 精装,https://xm.lianjia.com/zufang/XM2766448977674518528.html
XM2767380897027334144,岑东路,集美-集美文教区-岑东路 ,整租, 25㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1300,精装 随时看房,https://xm.lianjia.com/zufang/XM2767380897027334144.html
XM2767362447810494464,岑东路,集美-集美文教区-岑东路 ,整租, 20㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1300,精装 随时看房,https://xm.lianjia.com/zufang/XM2767362447810494464.html
XM2767379804923117568,岑东路,集美-集美文教区-岑东路 ,整租, 25㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1300,精装 随时看房,https://xm.lianjia.com/zufang/XM2767379804923117568.html
XM2745620313906880512,华星大厦,思明-火车站-华星大厦 ,整租, 20㎡ ,东 南 , 1室0厅1卫 , 中楼层 （30层）,1000,随时看房,https://xm.lianjia.com/zufang/XM2745620313906880512.html
XM2745006953947201536,联发杏林湾一号一期,集美-杏林桥头-联发杏林湾一号一期 ,整租, 118㎡ ,东南 , 3室2厅2卫 , 高楼层 （39层）,1200,双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2745006953947201536.html
XM2745679886185676800,春江里,翔安-马巷-春江里 ,整租, 32㎡ ,南 北 , 2室1厅2卫 , 高楼层 （7层）,1000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2745679886185676800.html
XM2748507078740934656,禹洲大学城,集美-集美其它-禹洲大学城 ,整租, 31㎡ ,北 , 1室1厅1卫 , 高楼层 （35层）,1200,精装 随时看房,https://xm.lianjia.com/zufang/XM2748507078740934656.html
XM2746222631673143296,尚南路,集美-集美文教区-尚南路 ,整租, 30㎡ ,西南 , 1室0厅1卫 , 中楼层 （6层）,1450,精装,https://xm.lianjia.com/zufang/XM2746222631673143296.html
XM2765963688329347072,岑东路,集美-集美文教区-岑东路 ,整租, 25㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1300,精装 随时看房,https://xm.lianjia.com/zufang/XM2765963688329347072.html
XM2765221072973873152,龙湖春江郦城二期,集美-杏北-龙湖春江郦城二期 ,合租, 30㎡ ,南 , 7室2厅5卫 , 低楼层 （32层）,1500,随时看房,https://xm.lianjia.com/zufang/XM2765221072973873152.html
XM2765959675085332480,岑东路,集美-集美文教区-岑东路 ,整租, 25㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1300,精装 随时看房,https://xm.lianjia.com/zufang/XM2765959675085332480.html
XM2767378852891607040,岑东路,集美-集美文教区-岑东路 ,整租, 20㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1300,精装 随时看房,https://xm.lianjia.com/zufang/XM2767378852891607040.html
XM2766696437046845440,岑东路,集美-集美文教区-岑东路 ,整租, 25㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1300,精装 随时看房,https://xm.lianjia.com/zufang/XM2766696437046845440.html
XM2767365206773604352,岑东路,集美-集美文教区-岑东路 ,整租, 20㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1300,精装 随时看房,https://xm.lianjia.com/zufang/XM2767365206773604352.html
XM2766469932475752448,龙湖春江彼岸,海沧-马銮湾中心片区-龙湖春江彼岸 ,整租, 116㎡ ,东南 , 4室2厅2卫 , 中楼层 （16层）,1500,近地铁 双卫生间,https://xm.lianjia.com/zufang/XM2766469932475752448.html
XM2767364448082731008,岑东路,集美-集美文教区-岑东路 ,整租, 20㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1300,精装 随时看房,https://xm.lianjia.com/zufang/XM2767364448082731008.html
XM2766780015239495680,古龙御景一期北区,集美-集美其它-古龙御景一期北区 ,整租, 30㎡ ,南 , 1室0厅1卫 , 高楼层 （13层）,1000,,https://xm.lianjia.com/zufang/XM2766780015239495680.html
XM2767361314996092928,岑东路,集美-集美文教区-岑东路 ,整租, 20㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1300,精装 随时看房,https://xm.lianjia.com/zufang/XM2767361314996092928.html
XM2766451030551175168,万科广场幸福里,集美-厦门北站商业区-万科广场幸福里 ,整租, 9㎡ ,东南 , 3室1厅1卫 , 中楼层 （42层）,1300,近地铁 精装,https://xm.lianjia.com/zufang/XM2766451030551175168.html
XM2766058376377925632,龙湖春江彼岸,海沧-马銮湾中心片区-龙湖春江彼岸 ,整租, 113㎡ ,东南 南 , 4室2厅2卫 , 中楼层 （33层）,1500,近地铁 双卫生间,https://xm.lianjia.com/zufang/XM2766058376377925632.html
XM2767208412642557952,汇景雅苑,海沧-未来海岸北师大-汇景雅苑 ,整租, 38㎡ ,北 , 1室1厅1卫 , 低楼层 （18层）,1500,,https://xm.lianjia.com/zufang/XM2767208412642557952.html
XM2768776622928052224,国贸商城集悦,集美-集美其它-国贸商城集悦 ,整租, 38㎡ ,南 , 1室0厅1卫 , 中楼层 （33层）,1400,随时看房,https://xm.lianjia.com/zufang/XM2768776622928052224.html
XM2769672106454294528,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 25㎡ ,北 , 3室1厅1卫 , 低楼层 （28层）,1180,精装 押一付一,https://xm.lianjia.com/zufang/XM2769672106454294528.html
XM2782612176022806528,青派公寓围里社,湖里-机场区-青派公寓围里社 ,整租, 20㎡ ,南 , 1室0厅1卫 , 中楼层 （6层）,1450,,https://xm.lianjia.com/zufang/XM2782612176022806528.html
XM2782684463610732544,东方明珠广场,思明-莲坂-东方明珠广场 ,合租, 25㎡ ,南 , 1室0厅1卫 , 低楼层 （18层）,1500,,https://xm.lianjia.com/zufang/XM2782684463610732544.html
XM2783233100896288768,尚青春公寓,思明-火车站-尚青春公寓 ,整租, 20㎡ ,南 , 1室0厅1卫 , 中楼层 （5层）,1100,精装,https://xm.lianjia.com/zufang/XM2783233100896288768.html
XM2785017665024950272,浔江路,集美-集美文教区-浔江路 ,整租, 25㎡ ,东南 , 1室0厅1卫 , 高楼层 （4层）,1400,新上 精装,https://xm.lianjia.com/zufang/XM2785017665024950272.html
XM2784859540511006720,源昌广场,思明-火车站-源昌广场 ,整租, 25㎡ ,南 , 1室1厅1卫 , 高楼层 （6层）,1100,新上 精装,https://xm.lianjia.com/zufang/XM2784859540511006720.html
XM2785528751696650240,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室1厅1卫 , 低楼层 （28层）,1500,新上 押一付一,https://xm.lianjia.com/zufang/XM2785528751696650240.html
XM2786073232837713920,轻羽公寓,湖里-机场区-轻羽公寓 ,整租, 25㎡ ,南 北 , 1室1厅1卫 , 低楼层 （6层）,1100,新上,https://xm.lianjia.com/zufang/XM2786073232837713920.html
XM2785552045325680640,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室1厅1卫 , 低楼层 （28层）,1300,新上 押一付一,https://xm.lianjia.com/zufang/XM2785552045325680640.html
XM2785528193837170688,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室1厅1卫 , 低楼层 （28层）,1180,新上 押一付一,https://xm.lianjia.com/zufang/XM2785528193837170688.html
XM2786252998366461952,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,南 , 6室1厅1卫 , 低楼层 （28层）,1300,新上 押一付一,https://xm.lianjia.com/zufang/XM2786252998366461952.html
XM2785515766853156864,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 6室0厅1卫 , 低楼层 （28层）,1400,新上 押一付一,https://xm.lianjia.com/zufang/XM2785515766853156864.html
XM2786259765372649472,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 25㎡ ,南 , 3室1厅1卫 , 低楼层 （28层）,1180,新上 押一付一,https://xm.lianjia.com/zufang/XM2786259765372649472.html
XM2785524986998161408,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 6室1厅1卫 , 低楼层 （28层）,1450,新上 押一付一,https://xm.lianjia.com/zufang/XM2785524986998161408.html
XM2786104021101060096,中交和美新城（二期三期）,集美-集美新城-中交和美新城（二期三期） ,整租, 26㎡ ,南 , 1室0厅1卫 , 高楼层 （33层）,1100,新上 近地铁 精装,https://xm.lianjia.com/zufang/XM2786104021101060096.html
XM2785524458121592832,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 6室1厅1卫 , 低楼层 （28层）,1500,新上 押一付一,https://xm.lianjia.com/zufang/XM2785524458121592832.html
XM2785544592483680256,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室1厅1卫 , 低楼层 （28层）,1400,新上 押一付一,https://xm.lianjia.com/zufang/XM2785544592483680256.html
XM2786097493774180352,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室0厅1卫 , 低楼层 （28层）,1200,新上 押一付一,https://xm.lianjia.com/zufang/XM2786097493774180352.html
XM2786100629142249472,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室0厅1卫 , 低楼层 （28层）,1400,新上 押一付一,https://xm.lianjia.com/zufang/XM2786100629142249472.html
XM2785527219089850368,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室0厅1卫 , 低楼层 （28层）,1280,新上 押一付一,https://xm.lianjia.com/zufang/XM2785527219089850368.html
XM2785541962336845824,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室1厅1卫 , 低楼层 （28层）,1100,新上 押一付一,https://xm.lianjia.com/zufang/XM2785541962336845824.html
XM2785542346316988416,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室1厅1卫 , 低楼层 （28层）,1450,新上 押一付一,https://xm.lianjia.com/zufang/XM2785542346316988416.html
XM2786095499819106304,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室0厅1卫 , 低楼层 （28层）,1280,新上 押一付一,https://xm.lianjia.com/zufang/XM2786095499819106304.html
XM2786276744259174400,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,南 , 3室1厅1卫 , 低楼层 （28层）,1300,新上 押一付一,https://xm.lianjia.com/zufang/XM2786276744259174400.html
XM2786277482146570240,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,南 , 2室1厅1卫 , 低楼层 （28层）,1500,新上 押一付一,https://xm.lianjia.com/zufang/XM2786277482146570240.html
XM2786268342732718080,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,南 , 3室1厅1卫 , 低楼层 （28层）,1500,新上 押一付一,https://xm.lianjia.com/zufang/XM2786268342732718080.html
XM2786265492074274816,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,南 , 3室1厅1卫 , 低楼层 （28层）,1500,新上 押一付一,https://xm.lianjia.com/zufang/XM2786265492074274816.html
XM2786270061927596032,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 25㎡ ,南 , 3室1厅1卫 , 低楼层 （28层）,1100,新上 押一付一,https://xm.lianjia.com/zufang/XM2786270061927596032.html
XM2786267594335207424,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 25㎡ ,南 , 3室1厅1卫 , 低楼层 （28层）,1180,新上 押一付一,https://xm.lianjia.com/zufang/XM2786267594335207424.html
XM2786788641287184384,水晶湖郡C区,集美-集美新城-水晶湖郡C区 ,整租, 45㎡ ,西南 , 1室0厅1卫 , 中楼层 （30层）,1300,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2786788641287184384.html
XM2786742754829672448,禹洲大学城,集美-集美其它-禹洲大学城 ,整租, 32㎡ ,北 , 1室0厅1卫 , 低楼层 （35层）,1050,业主自荐 新上 精装,https://xm.lianjia.com/zufang/XM2786742754829672448.html
XM2786259765372649472,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 25㎡ ,南 , 3室1厅1卫 , 低楼层 （28层）,1180,新上 押一付一,https://xm.lianjia.com/zufang/XM2786259765372649472.html
XM2785524986998161408,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 6室1厅1卫 , 低楼层 （28层）,1450,新上 押一付一,https://xm.lianjia.com/zufang/XM2785524986998161408.html
XM2786104021101060096,中交和美新城（二期三期）,集美-集美新城-中交和美新城（二期三期） ,整租, 26㎡ ,南 , 1室0厅1卫 , 高楼层 （33层）,1100,新上 近地铁 精装,https://xm.lianjia.com/zufang/XM2786104021101060096.html
XM2785524458121592832,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 6室1厅1卫 , 低楼层 （28层）,1500,新上 押一付一,https://xm.lianjia.com/zufang/XM2785524458121592832.html
XM2785544592483680256,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室1厅1卫 , 低楼层 （28层）,1400,新上 押一付一,https://xm.lianjia.com/zufang/XM2785544592483680256.html
XM2786097493774180352,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室0厅1卫 , 低楼层 （28层）,1200,新上 押一付一,https://xm.lianjia.com/zufang/XM2786097493774180352.html
XM2786100629142249472,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室0厅1卫 , 低楼层 （28层）,1400,新上 押一付一,https://xm.lianjia.com/zufang/XM2786100629142249472.html
XM2785527219089850368,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室0厅1卫 , 低楼层 （28层）,1280,新上 押一付一,https://xm.lianjia.com/zufang/XM2785527219089850368.html
XM2785541962336845824,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室1厅1卫 , 低楼层 （28层）,1100,新上 押一付一,https://xm.lianjia.com/zufang/XM2785541962336845824.html
XM2785542346316988416,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室1厅1卫 , 低楼层 （28层）,1450,新上 押一付一,https://xm.lianjia.com/zufang/XM2785542346316988416.html
XM2786095499819106304,玖和广场,海沧-海沧生活区-玖和广场 ,合租, 30㎡ ,北 , 3室0厅1卫 , 低楼层 （28层）,1280,新上 押一付一,https://xm.lianjia.com/zufang/XM2786095499819106304.html
